,address,amenities,buildingSize,city,highlights,hoodMarket,listingDate,price,propOverview,propType,spaceAvailable,spaceBullets,spaceSummary,spaces,state,subType,transport,utilities,yearBuilt,yearRenovated,ceilingHeight,numDriveIns,numLoadingDocks,propInfo
884,3500 Scotts Ln,['Air Conditioning'],175000,Philadelphia,"This property boasts excellent natural lighting, loft style offices, and is 100% air conditioned.,There is 5 acres of outside storage available.",,2017-11-09,,,Industrial,65000,"Space is in Excellent Condition,Central Air Conditioning",Beautiful new renovated loft style office/warehouse space available for immediate move-in.,1,PA,Flex,"defaultdict(None, {})","['Sewer', 'Heating']",1952,2000,10,1,1,"This property boasts excellent natural lighting, loft style offices, and is 100% air conditioned.,There is 5 acres of outside storage available.
Beautiful new renovated loft style office/warehouse space available for immediate move-in.
Space is in Excellent Condition,Central Air Conditioning

"
885,1100-1104 E Berks St,['Air Conditioning'],5084,Philadelphia,Fishtown single story open space for retail / office.,,2018-01-19,,"»Large open warehouse space featuring three private offices and a common entry from E. Berks St. 
»Non divisible 5,084 SF +/- warehouse plus additional 1,938 SF +/-  of fenced-in parking lot
»Separate garage and parking lot entrances off E. Wildey and Berks streets.
»Zoning: ICMX
»Located in the booming Fishtown/East Girard Avenue Corridor
»Easy access to I-95, Center City and Delaware Expressway, Benjamin Franklin Bridge»Just minutes from Center City.",Industrial,5084,,"»Large open warehouse space featuring three private offices and a common entry from E. Berks St.
»Non divisible 5,084 SF +/- warehouse plus additional 1,938 SF +/-  of fenced-in parking lot
»Separate garage and parking lot entrances off E. Wildey and Berks streets.",1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [5.2, 10.0, 31.2], 'Cherry Hill Commuter Rail (Atlantic City Line)': [8.9, 17.0, 31.4], 'Philadelphia International Airport': [13.6, 23.0, 35.5], 'Trenton Mercer Airport': [31.3, 47.0, 40.0], 'Port of Philadelphia': [2.5, 7.0, 21.4], 'Westway Terminal Company, Incorporated': [1.9, 5.0, 22.8]})","['Gas', 'Heating']",1972,1972,10,1,1,"Fishtown single story open space for retail / office.
»Large open warehouse space featuring three private offices and a common entry from E. Berks St.
»Non divisible 5,084 SF +/- warehouse plus additional 1,938 SF +/-  of fenced-in parking lot
»Separate garage and parking lot entrances off E. Wildey and Berks streets.

»Large open warehouse space featuring three private offices and a common entry from E. Berks St. 
»Non divisible 5,084 SF +/- warehouse plus additional 1,938 SF +/-  of fenced-in parking lot
»Separate garage and parking lot entrances off E. Wildey and Berks streets.
»Zoning: ICMX
»Located in the booming Fishtown/East Girard Avenue Corridor
»Easy access to I-95, Center City and Delaware Expressway, Benjamin Franklin Bridge»Just minutes from Center City.
"
886,3820 N 2nd St,"['Bus Line', 'Commuter Rail', 'Fenced Lot', 'Security System', 'Yard']",95000,Philadelphia,±164-Door Terminal Industrial Opportunity,,2018-05-17,,"Property Features
Total Building: ±95,000 SF (4KSF Ofc over 4KSF)
Total Acreage: ±14 AC
HVAC: Offices
Column Spacing: 50’ on Center
Ceiling Height: ±18’ Clear
Loading: 164 (8’ x 10’) Docks w/Dock Seals, Load Levelers, Lamps and Awning
Lighting: Metal Halide and Fluorescent
Sprinkler System: Dry
Water/Sewer: Public
Zoning: Industrial (I-2)
Fuel Tank: 2 (9,000 Gallons Above Ground)
Taxes: ±$33,618.80 Per Annum (2018)
Lease Rate: Please Call for Lease Rates
Accessibility
1 Mile to Erie Station 
1.5 Miles to SEPTA Allegheny Station
9 Miles to Philadelphia port
80 Miles to Newark Int’l Airport & Port Areas
12 Miles to NJ Turnpike",Industrial,95000,"Space is in Excellent Condition,Central Air and Heating,Private Restrooms,Security System,Natural Light,164 Loading Docks,Kitchen,Wi-Fi Connectivity,Emergency Lighting",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [5.6, 13.0, 25.8], 'Philadelphia International Airport': [14.5, 28.0, 31.1], 'Trenton Mercer Airport': [30.9, 48.0, 38.6], 'Port of Philadelphia': [4.5, 10.0, 27.0], 'Atlantic Systems': [3.0, 7.0, 25.7]})",['Sewer'],1975,1975,10,1,164,"±164-Door Terminal Industrial Opportunity

Space is in Excellent Condition,Central Air and Heating,Private Restrooms,Security System,Natural Light,164 Loading Docks,Kitchen,Wi-Fi Connectivity,Emergency Lighting
Property Features
Total Building: ±95,000 SF (4KSF Ofc over 4KSF)
Total Acreage: ±14 AC
HVAC: Offices
Column Spacing: 50’ on Center
Ceiling Height: ±18’ Clear
Loading: 164 (8’ x 10’) Docks w/Dock Seals, Load Levelers, Lamps and Awning
Lighting: Metal Halide and Fluorescent
Sprinkler System: Dry
Water/Sewer: Public
Zoning: Industrial (I-2)
Fuel Tank: 2 (9,000 Gallons Above Ground)
Taxes: ±$33,618.80 Per Annum (2018)
Lease Rate: Please Call for Lease Rates
Accessibility
1 Mile to Erie Station 
1.5 Miles to SEPTA Allegheny Station
9 Miles to Philadelphia port
80 Miles to Newark Int’l Airport & Port Areas
12 Miles to NJ Turnpike
"
887,213-215 New St,None,3100,Philadelphia,,,2019-03-11,,"3,000 SF non-divisible 
	As-is delivery 
	Open floor plan with 12’ ceilings 
	Roll-up garage door on New Street 
	Skylights throughout the space 
	Frontage: 41’ on New Street 
	Zoning: CMX-3 
	Easy access to I-95 and I-676 
	Available immediately 
	Long-term lease will not be offered",Industrial,3000,,"3,000 SF non-divisible 
	As-is delivery 
	Open floor plan with 12’ ceilings 
	Roll-up garage door on New Street 
	Skylights throughout the space 
	Frontage: 41’ on New Street 
	Zoning: CMX-3 
	Easy access to I-95 and I-676 
	Available immediately 
	Long-term lease will not be offered",1,PA,Retail,"defaultdict(None, {})","['Gas', 'Lighting', 'Fluorescent']",1930,1930,10,1,1,"
3,000 SF non-divisible 
	As-is delivery 
	Open floor plan with 12’ ceilings 
	Roll-up garage door on New Street 
	Skylights throughout the space 
	Frontage: 41’ on New Street 
	Zoning: CMX-3 
	Easy access to I-95 and I-676 
	Available immediately 
	Long-term lease will not be offered

3,000 SF non-divisible 
	As-is delivery 
	Open floor plan with 12’ ceilings 
	Roll-up garage door on New Street 
	Skylights throughout the space 
	Frontage: 41’ on New Street 
	Zoning: CMX-3 
	Easy access to I-95 and I-676 
	Available immediately 
	Long-term lease will not be offered
"
888,2275 Bridge St,['Bus Line'],43744,Philadelphia,,,2019-07-19,,The Arsenal Business Center is located at the Bridge Street exit I-95 with immediate access to Tacony Palmyra & Betsy Ross Bridges and within minutes of Center City Philadelphia.,Industrial,43744,"Can be combined with additional space(s) for up to 43,744 SF of adjacent space,Can be combined with additional space(s) for up to 43,744 SF of adjacent space,Can be combined with additional space(s) for up to 43,744 SF of adjacent space",,3,PA,Industrial,"defaultdict(None, {})",['Sewer'],1948,1948,10,1,1,"

Can be combined with additional space(s) for up to 43,744 SF of adjacent space,Can be combined with additional space(s) for up to 43,744 SF of adjacent space,Can be combined with additional space(s) for up to 43,744 SF of adjacent space
The Arsenal Business Center is located at the Bridge Street exit I-95 with immediate access to Tacony Palmyra & Betsy Ross Bridges and within minutes of Center City Philadelphia.
"
889,2275 Bridge St,['Air Conditioning'],43893,Philadelphia,This property has on-site management.,,2019-07-19,,The Arsenal Business Center is located at the Bridge Street exit of I-95 with immediate access to the Tacony Palmyra & Betsy Ross Bridges and is within minutes of Center City Philadelphia. The Ben Franklin Bridge and Walk Whitman Bridge and just minutes from US 1 exit PA Turnpike.,Industrial,43893,"Can be combined with additional space(s) for up to 43,893 SF of adjacent space,Central Air Conditioning,Can be combined with additional space(s) for up to 43,893 SF of adjacent space,Can be combined with additional space(s) for up to 43,893 SF of adjacent space",,3,PA,Industrial,"defaultdict(None, {})","['Gas', 'Sewer']",2008,2008,10,1,1,"This property has on-site management.

Can be combined with additional space(s) for up to 43,893 SF of adjacent space,Central Air Conditioning,Can be combined with additional space(s) for up to 43,893 SF of adjacent space,Can be combined with additional space(s) for up to 43,893 SF of adjacent space
The Arsenal Business Center is located at the Bridge Street exit of I-95 with immediate access to the Tacony Palmyra & Betsy Ross Bridges and is within minutes of Center City Philadelphia. The Ben Franklin Bridge and Walk Whitman Bridge and just minutes from US 1 exit PA Turnpike.
"
890,3601 Island Ave,['Air Conditioning'],84400,Philadelphia,,,2019-08-08,,"84,400 SF industrial building with excellent access to I-95, I-76 and the Walt Whitman Bridge. Just 1 mile to Philadelphia International Airport.",Industrial,30200,"Includes 600 SF of dedicated office space,4 Loading Docks",,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.6, 13.0, 30.5], 'Philadelphia International Airport': [3.3, 8.0, 24.8], 'New Castle County Airport': [28.3, 42.0, 40.4], 'South Jersey Port': [11.7, 21.0, 33.4], 'TRANSFLO-PHILADELPHIA-PA': [5.9, 12.0, 29.5]})",['Sewer'],1986,1986,10,1,4,"

Includes 600 SF of dedicated office space,4 Loading Docks
84,400 SF industrial building with excellent access to I-95, I-76 and the Walt Whitman Bridge. Just 1 mile to Philadelphia International Airport.
"
891,401-425 E Hunting Park Ave,"['Buss Ducts', 'Fenced Lot', 'Air Conditioning']",112000,Philadelphia,,,2019-10-21,,,Industrial,9500,"30 Private Offices,Private Restrooms",,1,PA,Office,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.7, 14.0, 28.7], 'Philadelphia International Airport': [17.1, 29.0, 35.4], 'Trenton Mercer Airport': [30.1, 46.0, 39.3], 'Port of Philadelphia': [3.9, 8.0, 29.2], 'Atlantic Systems': [2.3, 5.0, 27.6]})","['Heating', 'Oil', 'Sewer', 'Fired']",1955,1955,10,1,1,"

30 Private Offices,Private Restrooms

"
892,2216-2220 E Allegheny Ave,['Property Manager on Site'],115000,Philadelphia,,,2019-10-29,,"The property is located directly on highly traveled Allegheny Avenue, offering potential community members a rare opportunity to join the renaissance emerging in the neighborhood of Port Richmond. Benefitting from the Delaware river revitalization, and neighboring Fishtown, this River Wards town is considered to be the next “hot” area, and offers numerous resources & events for a growing creative community. The property also offers easy access to Center City, I-676, the Betsy Ross Bridge and is situated within one (1) mile of I-95.",Industrial,33000,Central Air Conditioning,,1,PA,Industrial,"defaultdict(None, {'Philadelphia 30th Street Commuter Rail (Atlantic City Line)': [6.3, 12.0, 31.5]})",['Sewer'],1953,1953,10,1,1,"

Central Air Conditioning
The property is located directly on highly traveled Allegheny Avenue, offering potential community members a rare opportunity to join the renaissance emerging in the neighborhood of Port Richmond. Benefitting from the Delaware river revitalization, and neighboring Fishtown, this River Wards town is considered to be the next “hot” area, and offers numerous resources & events for a growing creative community. The property also offers easy access to Center City, I-676, the Betsy Ross Bridge and is situated within one (1) mile of I-95.
"
893,2127 Gillingham St,None,62619,Philadelphia,"500 SF minimum divisible space, up to 62,619 SF total,Premise features shared open air courtyard, shared conference rooms, and shared kitchenette area,Spaces ideal for creative office users, artist lofts, or light industrial uses,High ceilings, exposed brick walls, and plenty of natural light,Located in Keystone Opportunity Zone,Approximately 45,000 residents within a 1 mile radius",,2019-12-17,,"Up to 62,619 +/- SF available for lease in this former warehouse in the Frankford section of Philadelphia!
 Space configurations start at 500 SF and feature high ceilings, exposed brick walls, and plenty of natural light. Property features shared open air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone/ Spaces are ideal for creative office, artist lofts, or light industrial uses. Ideally located along the I-95 corridor off of the Harbison exit with easy access to Center City. ICM-X Zoning",Industrial,30000,"Natural Light,Located in Keystone Opportunity Zone,Mostly Open Floor Plan Layout","Spaces are ideal for creative office, artist lofts, or light industrial uses. Space features high ceilings, exposed brick walls, and plenty of natural light. Property features shared open-air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone.,62,619 +/- SF former warehouse for lease. Space configurations starting at 500 +/- SF. Space features high ceilings, exposed brick walls, and plenty of natural light. Property features shared open air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone/ Spaces are ideal for creative office, artist lofts, or light industrial uses. Ideally located along the I-95 corridor off of the Harbison exit with easy access to Center City.,62,619 +/- SF former warehouse for lease. Space configurations starting at 500 +/- SF. Space features high ceilings, exposed brick walls, and plenty of natural light. Property features shared open air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone/ Spaces are ideal for creative office, artist lofts, or light industrial uses. Ideally located along the I-95 corridor off of the Harbison exit with easy access to Center City.",3,PA,"Office/Retail, Industrial","defaultdict(None, {})",[],1942,1942,10,1,1,"500 SF minimum divisible space, up to 62,619 SF total,Premise features shared open air courtyard, shared conference rooms, and shared kitchenette area,Spaces ideal for creative office users, artist lofts, or light industrial uses,High ceilings, exposed brick walls, and plenty of natural light,Located in Keystone Opportunity Zone,Approximately 45,000 residents within a 1 mile radius
Spaces are ideal for creative office, artist lofts, or light industrial uses. Space features high ceilings, exposed brick walls, and plenty of natural light. Property features shared open-air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone.,62,619 +/- SF former warehouse for lease. Space configurations starting at 500 +/- SF. Space features high ceilings, exposed brick walls, and plenty of natural light. Property features shared open air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone/ Spaces are ideal for creative office, artist lofts, or light industrial uses. Ideally located along the I-95 corridor off of the Harbison exit with easy access to Center City.,62,619 +/- SF former warehouse for lease. Space configurations starting at 500 +/- SF. Space features high ceilings, exposed brick walls, and plenty of natural light. Property features shared open air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone/ Spaces are ideal for creative office, artist lofts, or light industrial uses. Ideally located along the I-95 corridor off of the Harbison exit with easy access to Center City.
Natural Light,Located in Keystone Opportunity Zone,Mostly Open Floor Plan Layout
Up to 62,619 +/- SF available for lease in this former warehouse in the Frankford section of Philadelphia!
 Space configurations start at 500 SF and feature high ceilings, exposed brick walls, and plenty of natural light. Property features shared open air courtyard, shared conference rooms, and shared kitchenette area. Located in Keystone Opportunity Zone/ Spaces are ideal for creative office, artist lofts, or light industrial uses. Ideally located along the I-95 corridor off of the Harbison exit with easy access to Center City. ICM-X Zoning
"
